Account Name,Billing Address Line 1,Billing Zip/Postal Code,SIC Industry,SIC Code: SIC Code
ELECT PIERRE MARCHAND INC,"PR ECOLE JOHN F KENNEDY *,500 RUE CARDINAL",H7V1T5,LARGE CONTRACTOR (1737 SERIES),CLC
ELECT PIERRE MARCHAND INC,"PR COLLEGE ST SACREMENT *,901 RUE SAINT-LOUIS",J6W1K1,LARGE CONTRACTOR (1737 SERIES),CLC
ELECT PIERRE MARCHAND INC *@,"PR CONDO 4 PRUFTECHNIK D,4406 RUE LOUIS-B.-MAYER",H7P0G1,LARGE CONTRACTOR (1737 SERIES),CLC
LUDEC ELECT INC @,"PR HMR BLOC OPERATOIRE C*,5415B BOUL DE L'ASSOMPTION",H1T2M4,MEDIUM CONTRACTOR (1735 SERIES),CMC
GILLES & FILS ELECT INC,"PR CSSSL-CHSLD STE DOROTHEE *,350 BOUL SAMSON",H7X1J4,SMALL CONTRACTOR (1733 SERIES),CSC
ELECT PIERRE MARCHAND INC @,"PR MAISON DES ARTS DE LAVAL *,1395 BOUL DE LA CONCORDE O",H7N5W1,LARGE CONTRACTOR (1737 SERIES),CLC
ENT ELECT CHRISTIAN TREMBLAY,"PR APP DU SQUARE ANGUS *,3200 RUE OMER-LAVALLEE",H1Y3P5,SMALL CONTRACTOR (1733 SERIES),CSC
ELECT PATRICK BEAUDIN INC,"PR POSTE POLICE MIRABEL *,14113 RUE SAINT-JEAN",J7J1Y3,RESIDENTIAL CONTRACTOR,CRC
LITEPRO 4279140 CANADA INC,"PR SUPER C ST-REMI *,700 RANG SAINT-PAUL RR 4",H7L3M2,MEDIUM CONTRACTOR (1735 SERIES),CMC
LES INST ELECTRIQUE CAM INC,"PR CUSM BLOC C IPV *,1051 BOUL DECARIE",H4A0A5,MEDIUM CONTRACTOR (1735 SERIES),CMC
SERV PLANIFIE TECHNO CHOC,"PR WENDYS VILLE LASALLE *,8699 BOUL NEWMAN",H8R1Y9,SMALL CONTRACTOR (1733 SERIES),CSC
GILLES & FILS ELECT INC,"PR REMPL RESEAU DISTRIBUTION *,6769 RUE NOTRE-DAME E",H1N2E9,SMALL CONTRACTOR (1733 SERIES),CSC
ELECT PIERRE MARCHAND INC,"PR CONDO PHASE 4 GUIMOND *,3030 RUE LOUIS-B.-MAYER",H7P6G5,LARGE CONTRACTOR (1737 SERIES),CLC
ELECT PIERRE MARCHAND INC @,"PR TREVI FABRICATION *,12775 RUE BRAULT",J7J0C4,LARGE CONTRACTOR (1737 SERIES),CLC
CONCEPTION ELECT 2000 INC,"PR RESIDENCE FAHM *,1475 CH DUMFRIES",H3P2R2,MEDIUM CONTRACTOR (1735 SERIES),CMC
CONCEPTION ELECT 2000 INC,"PR TRIPLEX STE-ROSE 2013 *,232A-232B BOUL SAINTE-ROSE",H7L1L7,MEDIUM CONTRACTOR (1735 SERIES),CMC
LE GROUPE ULTRATECK INC,"PR SOINS INFIR DENTAIRES *,3501 BOUL SAINT-CHARLES",H9H4S3,MEDIUM CONTRACTOR (1735 SERIES),CMC
ENT ELECTRIQUES GRUFIL INC,"PR DEVELOP 2245 DE LA SALLE *,2245 AV DE LA SALLE",H1V2K7,MEDIUM CONTRACTOR (1735 SERIES),CMC
GENETRIK,9681981 CANADA INC 26 RUE DU DIGONS,J0N1H0,SMALL CONTRACTOR (1733 SERIES),CSC
ELCO ENTREPRENEURS ELECT INC,"PR NOUVEAUX BUREAUX SAPUTO *,2365 CH DE LA COTE-DE-LIESSE",H4N2M7,MEDIUM CONTRACTOR (1735 SERIES),CMC
HORTHEC ELECTRIQUE INC,"PR USINE ELLINGHAM *,835 AV ELLINGHAM",H9R5E8,SMALL CONTRACTOR (1733 SERIES),CSC
GRP NORTEK 9232-4227 QUEBEC IN,*** COMPTE CASH *** 509 AV LINDBERG BUREAU 6,H7P2N8,SMALL CONTRACTOR (1733 SERIES),CSC
LES ENT DUO ELECT INC,"PR CHRDL SOINS INTENSIFS 913 *,1000 BOUL SAINTE-ANNE",J6E6J2,INDUSTRIAL CONTRACTORS (1738 SERIES),CIC
LES ENT DUO ELECT INC,"PR CHRDL MEDECINE DE JOUR 908*,1000 BOUL SAINTE-ANNE",J6E6J2,INDUSTRIAL CONTRACTORS (1738 SERIES),CIC
GILLES & FILS ELECT INC,"PR GROUPE TVA-UPS-SS1 *,1600 BOUL DE MAISONNEUVE E",H2L4P2,SMALL CONTRACTOR (1733 SERIES),CSC
GILLES & FILS ELECT INC,"PR HMR IMPLAN GR ELECTROGENES*,5415 BOUL DE L'ASSOMPTION",H3Z1B9,SMALL CONTRACTOR (1733 SERIES),CSC
ELECT PIERRE MARCHAND 2013 INC,"PR BOULART MONTREAL *,1355 32E AV",H8T3H2,LARGE CONTRACTOR (1737 SERIES),CLC
A&Y PRONOVOST ENT ELECT LTEE,"PR CCL EXPANSION *,1315 RUE RENE-DESCARTES",J3V0B7,LARGE CONTRACTOR (1737 SERIES),CLC
ELECT PIERRE MARCHAND 2013 INC,"PR 14-001 P H VITRES AUTOS *,3000 RUE LUCIEN-L'ALLIER",H7L5Y1,LARGE CONTRACTOR (1737 SERIES),CLC
LES INST ELECT LH LTEE,"PR CASINO MTL LOT 2489 *,1 AV DU CASINO",H3C4W7,LARGE CONTRACTOR (1737 SERIES),CLC
LITEPRO 4279140 CANADA INC,PR WALMART KIRKLAND 3044 * 17000 RTE TRANS-CANADA,H9J2M5,MEDIUM CONTRACTOR (1735 SERIES),CMC
ELECT PIERRE MARCHAND 2013 INC,"PR SHDM *,6462 RUE SHERBROOKE O",H4B1N2,LARGE CONTRACTOR (1737 SERIES),CLC
ENT ELECTRIQUES GRUFIL INC,"PR CITE DE L'ACADIE 3 *,10150 PLACE L'ACADIE",H4N0B3,MEDIUM CONTRACTOR (1735 SERIES),CMC
ENT ELECT CHRISTIAN TREMBLAY,"PR TELE-SANTE STE JUSTINE *,5757 RUE DECELLES",H3S2C2,SMALL CONTRACTOR (1733 SERIES),CSC
M E S M ELECTRIQUE INC,"PR LES LOFTS DE GASPE *,5265 AV DE GASPE",H2T2A1,MEDIUM CONTRACTOR (1735 SERIES),CMC
LES INST ELECT PICHETTE INC,"PR STM C48 STATION LAURIER *,495 RUE GILFORD",H2J1N4,LARGE CONTRACTOR (1737 SERIES),CLC
MORAIS ELECTRIQUE INC,"PR MA CONDOS *,5055 RUE PARE",H4P1P4,MEDIUM CONTRACTOR (1735 SERIES),CMC
LU ARD ELECTRIQUE,"PR CONDOS LE LUMIERE L597 *,3665 BOUL SAINT-ELZEAR O",H7P0H5,LARGE CONTRACTOR (1737 SERIES),CLC
GILLES & FILS ELECT INC,"PR GR TVA AGRAND AILE C *,1475 RUE ALEXANDRE-DESEVE",H2L2V4,SMALL CONTRACTOR (1733 SERIES),CSC
ELECTRICITE GRIMARD INC,"PR APM 2013-10018955 *,2100 AV PIERRE-DUPUY AILE 1",H3C3R5,INDUSTRIAL CONTRACTORS (1738 SERIES),CIC
GILLES & FILS ELECT INC,"PR BIBLIOTHEQUE LACHINE *,3100 RUE SAINT-ANTOINE",H8S4B8,SMALL CONTRACTOR (1733 SERIES),CSC
LES INST ELECTRIQUE CAM INC,"PR TD CANADA TRUST TERREBONNE*,2755 BOUL DE LA PINIERE O",J6Y1Z6,MEDIUM CONTRACTOR (1735 SERIES),CMC
ELECT PIERRE MARCHAND 2013 INC,"PR ARENA ETCETERA 14-005 *,5920 CH DE LA COTE-DE-LIESSE",H4T1C9,LARGE CONTRACTOR (1737 SERIES),CLC
ELECT PIERRE MARCHAND 2013 INC,"PR ECLAIRAGE VICTORIA 14-009 *,1620 AV VICTORIA",J4V3G8,LARGE CONTRACTOR (1737 SERIES),CLC
S G SAINDON INC,"PR TD TRUST GRIFFINTOWN *,1235 RUE NOTRE-DAME O",H3C0B1,SMALL CONTRACTOR (1733 SERIES),CSC
LU ARD ELECTRIQUE,"PR LE CANAL L600 *,1869 RUE BASIN",H3J0A3,LARGE CONTRACTOR (1737 SERIES),CLC
LU ARD ELECTR 3175120 CDA INC,"PR OMH LAVAL L 604 *,1869 BOUL LE CORBUSIER",H7S1Z4,LARGE CONTRACTOR (1737 SERIES),CLC
ENT ELECTRIQUES GRUFIL INC,"PR MURRAY *,190 RUE MURRAY",H3C2C7,MEDIUM CONTRACTOR (1735 SERIES),CMC
SYSTEME INTER SELECTION 2000,"PR VAGUEGGI *,4644 RUE LOUIS-B.-MAYER",H7P6E4,SAWMILLS (2400 SERIES),ISM
CONCEPTION ELECT 2000 INC,"PR RESIDENTIEL 2X4 *,7587 AV WISEMAN",H3N2N6,MEDIUM CONTRACTOR (1735 SERIES),CMC
KAPPA ELECTRIQUE,9199 7445 QUEBEC INC 1763 BOUL RENE-LAENNEC,H7M5C8,SMALL CONTRACTOR (1733 SERIES),CSC
LES INST ELECT LH LTEE,"PR LE NORDELEC PARKING & CONV*,1751 RUE RICHARDSON",H3K1G6,LARGE CONTRACTOR (1737 SERIES),CLC
CONCEPTION ELECT 2000 INC,"PR PRIMEAU VELO BROSSARD *,3775 BOUL TASCHEREAU E",J4Z1A5,MEDIUM CONTRACTOR (1735 SERIES),CMC
LU ARD ELECTR 3175120 CDA INC,"PR LE LOGIX C L606 *,615 RUE ROBERT-ELIE",H7N3Y9,LARGE CONTRACTOR (1737 SERIES),CLC
LES ENT ELECT GILLES NADON INC,"PR LE NEUF *,919 RUE JULES-HUOT",H7W0J1,RESIDENTIAL CONTRACTOR,CRC
LES ENT DUO ELECT INC,"PR PL ARTS THEATRE MAISONNEUV*,260 BOUL DE MAISONNEUVE O",H2X1Y9,INDUSTRIAL CONTRACTORS (1738 SERIES),CIC
RAYONESE TEXTILE INC,500 BOUL MONSEIGNEUR-DUBOIS,J7Y3L8,PULPMILLS (2600 SERIES),IPM
MORAIS ELECT 9010-2831 QC INC,"PR PROTECTION INCENDIE FEDERA*,1041 RUE DES FORGES",J6Y0J9,MEDIUM CONTRACTOR (1735 SERIES),CMC
LES INST ELECT LH LTEE,"PR CASINO MTL R&M LOT 1360 *,1 AV DU CASINO",H3C4W7,LARGE CONTRACTOR (1737 SERIES),CLC
LES INST ELECT LH LTEE,"PR CONVERSION DELTA CTR-VILLE*,777 RUE UNIVERSITY",H3C3Z7,LARGE CONTRACTOR (1737 SERIES),CLC
M E S M ELECTRIQUE INC,"PR MONREAU TRANSPORT *,9601 BOUL DES SCIENCES",H1J3A9,MEDIUM CONTRACTOR (1735 SERIES),CMC
LU ARD ELECTRIQUE,"PR CONDO LE CANAL BLOC E L613*,50 RUE DES SEIGNEURS",H3J1X3,LARGE CONTRACTOR (1737 SERIES),CLC
ELECT PIERRE MARCHAND 2013 INC,"PR 14-035 IGA ST-ANTOINE *,1430 BOUL SAINT-ANTOINE",J7Z7M2,LARGE CONTRACTOR (1737 SERIES),CLC
LES INST ELECT LH LTEE,"PR AQUILIN *,215 RUE SAINT-JACQUES",H2Y1L9,LARGE CONTRACTOR (1737 SERIES),CLC
9163 9005 QC INC F COUTU ELECT,"PR B LOFT PHASE 2 *,1830 RUE PANET",H2L3A1,SMALL CONTRACTOR (1733 SERIES),CSC
9163 9005 QC INC F COUTU ELECT,"PR B LOFT PHASE 1 *,1885 RUE DE LA VISITATION",H2L4Y4,SMALL CONTRACTOR (1733 SERIES),CSC
ENT D'ELECT RHEAL GIROUX INC,PR SMART CENTRES BLAINVILLE * 1333 BOUL MICHELE-BOHEC,J7C0M4,MEDIUM CONTRACTOR (1735 SERIES),CMC
LES INST ELECT PICHETTE INC,"PR U MCGILL PA CHANCELLOR DAY*,3644 RUE PEEL",H3A1W9,LARGE CONTRACTOR (1737 SERIES),CLC
ENT D'ELECT RHEAL GIROUX INC,"PR MAISONS DES VINS GELOSO *,6670 RUE ZEPHIRIN-PAQUET",G2C0M3,MEDIUM CONTRACTOR (1735 SERIES),CMC
CONCEPTION ELECT 2000 INC,"PR JOB DEDES *,360 RUE DES ANEMONES",H7X0B5,MEDIUM CONTRACTOR (1735 SERIES),CMC
GILLES & FILS ELECT INC,"PR CSSS ST-JER APHTALMO AMBUL*,290 RUE DE MONTIGNY",J7Z5T3,SMALL CONTRACTOR (1733 SERIES),CSC
LES INST ELECT PICHETTE INC,"PR SERV CORRECT CDA CUISINE *,244 MONTEE GAGNON",J0N1H0,LARGE CONTRACTOR (1737 SERIES),CLC
LES INST ELECTRIQUE CAM INC,"PR SAQ LORRAINE *,95 BOUL DE GAULLE",J6Z3R8,MEDIUM CONTRACTOR (1735 SERIES),CMC
ELECT PIERRE MARCHAND 2013 INC,PR 14-006 EGOUTS BL STE-ROSE * 10085 BOUL SAINTE-ROSE,H7R1W4,LARGE CONTRACTOR (1737 SERIES),CLC
GROUPE ECG,9164 4971 QUEBEC INC 344 CH DE LA COTE SUD,J7E4H5,LARGE CONTRACTOR (1737 SERIES),CLC
LES INST ELECT PICHETTE INC,"PR CASINO MTL LOT 1060 *,1 AV DU CASINO",H3C4W7,LARGE CONTRACTOR (1737 SERIES),CLC
LES INST ELECTRIQUE CAM INC,"PR CONDOS METCALFE *,175 AV METCALFE",H3Z2X6,MEDIUM CONTRACTOR (1735 SERIES),CMC
ULTRATECK SOLUTIONS ELECT INC,PR CTRE HEB ARMAND LAVERGNE * 3500 RUE CHAPLEAU,H2K4N3,MEDIUM CONTRACTOR (1735 SERIES),CMC
LES INST ELECTRIQUE CAM INC,"PR CONDOS EDOUARD MONTPETIT *,3100 BOUL EDOUARD-MONTPETIT",H3T1J9,MEDIUM CONTRACTOR (1735 SERIES),CMC
LES ENT DUO ELECT INC,"PR PRIVAMED TERREBONNE *,1020 MONTEE MASSON",J6W2E3,INDUSTRIAL CONTRACTORS (1738 SERIES),CIC
LES INST ELECT LH LTEE,"PR NORDELEC NEW TOWER *,1751 RUE RICHARDSON",H3K1G6,LARGE CONTRACTOR (1737 SERIES),CLC
LES INST ELECT LH LTEE,"PR CONST INFRA STM ROSEMONT *,420 BOUL ROSEMONT",H2S1Z3,LARGE CONTRACTOR (1737 SERIES),CLC
BRUNEAU ELECTRIQUE INC,PR POSTE POMP ST ALPHONSE 870 527 BOUL DOLLARD,J6E4M5,LARGE CONTRACTOR (1737 SERIES),CLC
LES ENT DUO ELECT INC,"PR SYNERCA *,17680 RUE CHARLES",J7J1L8,INDUSTRIAL CONTRACTORS (1738 SERIES),CIC
LES INST ELECT PICHETTE INC,"PR CHUSJ 536 MISE AUX NORM EL*,5757 AV DECELLES",H3S2C3,LARGE CONTRACTOR (1737 SERIES),CLC
GROUPE ECG 9164 4971 QC INC,"PR AERATION ETANG JOLIETTE *,3050 BOUL BASE-DE-ROC",J6E0L2,LARGE CONTRACTOR (1737 SERIES),CLC
LES INST ELECT LH LTEE,"PR ROCCABELLA *,1300 BOUL RENE-LEVESQUE O",H3G2W2,LARGE CONTRACTOR (1737 SERIES),CLC
LU ARD ELECTR 3175120 CDA INC,"PR HAB PAUL PRATT PH II L623 *,15 RUE PRATT",J4H3S9,LARGE CONTRACTOR (1737 SERIES),CLC
CONCEPTION ELECT 2000 INC,"PR RESIDENCE GRILLI *,673 RUE DE NORMANDIE",J4B8P8,MEDIUM CONTRACTOR (1735 SERIES),CMC
TOMY ELECT 9104 9940 QC INC,"PR ARENA RODRIQUE GILBERT *,1515 BOUL DE TRICENTENAIRE",H1B3A9,MEDIUM CONTRACTOR (1735 SERIES),CMC
CLAUDE GOHIER INC,"PR ECOLE SEC ANJOU *,8205 RUE FONTENEAU",H1K4E1,SMALL CONTRACTOR (1733 SERIES),CSC
9163 9005 QC INC F COUTU ELECT,"PR BELLAVISTA PH 2 *,3655 RUE JEAN-GASCON",H4R0K7,SMALL CONTRACTOR (1733 SERIES),CSC
LES INST ELECT PICHETTE INC,"PR COLLEGE JEAN DE BREBEUF *,3200 CH COTE STE CATHERINE",H3T1C1,LARGE CONTRACTOR (1737 SERIES),CLC
CONCEPTION ELECT 2000 INC,"PR DESJARDINS MARINE *,1961 BOUL DE SAINTE-ADELE",J8B2N6,MEDIUM CONTRACTOR (1735 SERIES),CMC
ENT ELECTRIQUES GRUFIL INC,"PR OASIS ST MARTIN *,1446 BOUL SAINT MARTIN O",H7S1M9,MEDIUM CONTRACTOR (1735 SERIES),CMC
GILLES & FILS ELECT INC,"PR HOPITAL DE LASALLE *,8585 TSSE CHAMPLAIN",H8P1C1,SMALL CONTRACTOR (1733 SERIES),CSC
CAC ENTREPRENEUR ELECTRICIEN,"PR ECOLE CHOMEDEY MAISONNEUVE*,1860 AV MORGAN",H1V2R2,MEDIUM CONTRACTOR (1735 SERIES),CMC
MOFAX ELECTRIQUE LTEE,"PR CENTRE HEMODIALYSE *,650 16E AVENUE",H8S3N5,MEDIUM CONTRACTOR (1735 SERIES),CMC
LU ARD ELECTR 3175120 CDA INC,"PR CHERBOURG PH2 L628 *,8400 RUE ST-CHARLES",J4X0A2,LARGE CONTRACTOR (1737 SERIES),CLC
S E S ELECTRIQUE INC,"PR ECOLE BANCROFT *,4563 RUE ST-URBAIN",H2T2V9,LARGE CONTRACTOR (1737 SERIES),CLC
COTE ELECTRIQUE (1994) INC,"PR BOIS ELLEN COOP SOLIDARITE*,559 RUE ROBERT-ELIE",H7N3Y9,MEDIUM CONTRACTOR (1735 SERIES),CMC
ELECTRICITE GRIMARD INC,PR SQI PLACE ARTS PH1 LOT 7.1* 260 BOUL DE MAISONNEUVE O,H2X1Y9,INDUSTRIAL CONTRACTORS (1738 SERIES),CIC
BRUNEAU ELECTRIQUE INC,"PR 976 DEBARCADERE STEJUSTINE*,3175 COTE STE CATHERINE",H3T1C5,LARGE CONTRACTOR (1737 SERIES),CLC
BLOK ELECTRIQUE INC,PR GARAGE HARRINGTON * 2940 RTE 327,J8G2T1,RESIDENTIAL CONTRACTOR,CRC
LU ARD ELECTR 3175120 CDA INC,"PR FUSION VERTE L627 *,5030 RUE DE CONTRECOEUR",H1L3Z1,LARGE CONTRACTOR (1737 SERIES),CLC
ABELLA EL 9083-9770 QC INC,"PR CC PACKING *,6800 BOUL DES GRANDES PRAIRIES",H1P3P3,SMALL CONTRACTOR (1733 SERIES),CSC
LES INST ELECT LH LTEE,"PR ILOT VOYAGEUR TOUR A & B *,1792 RUE SAINT-HUBERT",H2L3Z1,LARGE CONTRACTOR (1737 SERIES),CLC
LU ARD EL 3175120 CAD INC,"PR L626 DOM LE ROUSILLION PH2*,1500 BOUL DES ECLUSES",J5C1N8,LARGE CONTRACTOR (1737 SERIES),CLC
ONDEL INC,PR STM HENRI BOURASSA * 3980 BOUL LEMAN,H7E1A1,LARGE CONTRACTOR (1737 SERIES),CLC
DOMOLEK INC,1841 RUE LEO,J7M2A1,SMALL CONTRACTOR (1733 SERIES),CSC
LU ARD EL 3175120 CANADA INC,"PR L624 LOWNEY SUR VILLE PH3 *,1000 RUE OTTAWA",H3C1S3,LARGE CONTRACTOR (1737 SERIES),CLC
BRUNEAU ELECTRIQUE INC,"PR 980 ETAB ARCHAMBAULT *,242 MTEE GAGNON",J0N1H0,LARGE CONTRACTOR (1737 SERIES),CLC
F COUTU EL 9163 9005 QC INC,"PR QUINTESSENCE 4 *,3710 BOUL SAINT ELZEAR O",H7P0G9,SMALL CONTRACTOR (1733 SERIES),CSC
BLOK ELECTRIQUE INC,"PR ECOLE ST-JOSEPH *,491 CH PIERRE-PELADEAU",J8B1Z3,RESIDENTIAL CONTRACTOR,CRC
LAURIN LAURIN 1991 INC,"PR VERLAINE VENISE VOLTAIRE *,12000 RUE ARTHUR SICARD",J7J0E9,LARGE CONTRACTOR (1737 SERIES),CLC
ENT ELECTRIQUES GRUFIL INC,"PR GROUPE ADF PAIN SHOP *,300 RUE HENRY BESSEMER",J6Y1T3,MEDIUM CONTRACTOR (1735 SERIES),CMC
ENT ELECTRIQUES GRUFIL INC,"PR MIRABEL *,17775 RUE DES GOUVERNEURS",J7J2K7,MEDIUM CONTRACTOR (1735 SERIES),CMC
COTE ELECTRIQUE (1994) INC,"PR ECOLE GRAND CHENE *,5080 RUE DE SAVOIE",H8Z1C2,MEDIUM CONTRACTOR (1735 SERIES),CMC
LAURIN LAURIN 1991 INC,"PR PYROTHECH *,3300 BOUL LE CORBUSIER",H7L4S8,LARGE CONTRACTOR (1737 SERIES),CLC
LU ARD ELECT 3175120 CAD INC,"PR M BUCKINGHAM L629 *,625 RUE GEORGES",J8L2E1,LARGE CONTRACTOR (1737 SERIES),CLC
BRUNEAU ELECTRIQUE INC,PR 1002 STM STATION MCGILL * 527 BOUL DOLLARD,J6E4M5,LARGE CONTRACTOR (1737 SERIES),CLC
COTE ELECTRIQUE (1994) INC,"PR ECOLE BARIL PH2 *,3603 RUE ADAM",H1W1Z1,MEDIUM CONTRACTOR (1735 SERIES),CMC
BRUNEAU ELECTRIQUE INC,"PR 1008 TERMINAL VIAU PH 2A *,AILE 1-2100 AV PIERRE DUPUY",H3C3R5,LARGE CONTRACTOR (1737 SERIES),CLC
LES INST ELECT LH LTEE,PR 1113 YUL CONDOMINIUMS * 1450 BOUL RENE LEVESQUE O,H3G1T6,LARGE CONTRACTOR (1737 SERIES),CLC
DISTRIBUTION DUTECH INC,620 RUE ERNEST-S MATHIEU,J6W2X4,RETAIL/DIY (5200-5999 SERIES),RRD
LES INST ELECT PICHETTE INC,PR ADM BOUTIQUE HORS TAXES * 975 BOUL ROMEO-VACHON,H4Y1H1,LARGE CONTRACTOR (1737 SERIES),CLC
LES INST ELECT PICHETTE INC,"PR U M PAVILLON CEPSUM *,2100 BOU EDOUARD MONTPETIT",H3T1J4,LARGE CONTRACTOR (1737 SERIES),CLC
CONCEPTION ELECT 2000 INC,"PR IRWIN LANDE *,3165 PLACE DE RAMEZAY",H3Y2B6,MEDIUM CONTRACTOR (1735 SERIES),CMC
BLOK ELECRIQUE INC,"PR POLYVALENTE LAVIGNE *,452 AV D'ARGENTEUIL",J8H1W9,RESIDENTIAL CONTRACTOR,CRC
BRUNEAU ELECTRIQUE INC,"PR 1006 STM CREMAZIE *,490 BOUL CREMAZIE E",H2P1E7,LARGE CONTRACTOR (1737 SERIES),CLC
COTE ELECTRIQUE (1994) INC,"PR ECOLE HORIZON DU LAC *,3102 RUE DE L'EGLISE",J0N1P0,MEDIUM CONTRACTOR (1735 SERIES),CMC
LU ARD EL INC 3175120 CAD INC,"PR L637 LUX GOUVERNEUR PH 3 *,5500 RUE SHERBROOKE E",H1N5L5,LARGE CONTRACTOR (1737 SERIES),CLC
COTE ELECTRIQUE (1994) INC,"PR ETAB DETENTION LECLERC *,400 MTEE ST-FRANCOIS",H7C1S7,MEDIUM CONTRACTOR (1735 SERIES),CMC
PGA ELECTRIQUE INC,1400 RUE CURE-MALO,H7Y1R6,SMALL CONTRACTOR (1733 SERIES),CSC
COTE ELECTRIQUE (1994) INC,PR ARROND VILLE MARIE * 1455 RUE BERCY,H2K2V1,MEDIUM CONTRACTOR (1735 SERIES),CMC
LES INST ELECT PICHETTE INC,PR UNIVERSITE CONCORDIA * 1455 BOUL DE MAISONNEUVE O,H3G1M8,LARGE CONTRACTOR (1737 SERIES),CLC
BRUNEAU ELECTRIQUE INC,"PR 1000 HYDRO QUEBEC *,200 RUE JOHN-F KENEDY",J7Y4B7,LARGE CONTRACTOR (1737 SERIES),CLC
LU ARD EL INC 3175120 CAD INC,"PR 21E ARRONDI PH 2 L632 *,705 RUE WILLIAM",H3C0M2,LARGE CONTRACTOR (1737 SERIES),CLC
TOMY ELECT 9104 9940 QC INC,"PR ARENA ST FRANCOIS *,9449 RUE DE TILLY",H7A3S3,MEDIUM CONTRACTOR (1735 SERIES),CMC
LAURIN LAURIN 1991 INC,"PR PORSCHE LAUZON *,2455 BOUL CHOMEDEY",H7T2W5,LARGE CONTRACTOR (1737 SERIES),CLC
BRUNEAU ELECTRIQUE INC,PR 1007 STM BERRI * 1500 RUE BERRI,H2L4E9,LARGE CONTRACTOR (1737 SERIES),CLC
LES INST ELECT PICHETTE INC,"PR ADM D7020 SALLE BAGAGES *,975 BOUL ROMEO-VACHON",H4Y1H1,LARGE CONTRACTOR (1737 SERIES),CLC
LES INST ELECTRIQUE CAM INC,"PR FAURBOURG CONTRECOEUR *,4800 RUE DE CONTRECOEUR",H1L6N1,MEDIUM CONTRACTOR (1735 SERIES),CMC
COTE ELECTRIQUE (1994) INC,"PR COLLEGE MONTMORENCY BL B,C*,475 BOUL DE L'AVENIR",H7N5H9,MEDIUM CONTRACTOR (1735 SERIES),CMC
TOMY ELECT 9104 9940 QC INC,"PR ARENA SAMSON *,655 RUE SYLVIE",H7X2X2,MEDIUM CONTRACTOR (1735 SERIES),CMC
LES INST ELECTRIQUE CAM INC,"PR 3630 CHAMBLY # 612 *,3630 CH DE CHAMBLY",J4L1N8,MEDIUM CONTRACTOR (1735 SERIES),CMC
LES INST ELECTRIQUE CAM INC,"PR CABARET BMO STE THERESE *,57 RUE TURGEON",J7E3H5,MEDIUM CONTRACTOR (1735 SERIES),CMC
LAURIN LAURIN 1991 INC,"PR CITE DES AFFAIRES 16BA50 *,4200 RUE GARAND",H7L5C9,LARGE CONTRACTOR (1737 SERIES),CLC
MPM ELECTRIQUE INC,"PR 4792 BOUL ST-CHARLES,4792 BOUL ST CHARLES",H9H3C9,RESIDENTIAL CONTRACTOR,CRC
ENT ELECTRIQUES GRUFIL INC,"PR ACADIE PH SIGNATURE *,10050 PLACE DE L'ACADIE",H4N0B1,MEDIUM CONTRACTOR (1735 SERIES),CMC
ENT D'ELECT RHEAL GIROUX INC,PR BROUE ALLIANCES INC * 3838 BOUL LEMAN,H7E1A1,MEDIUM CONTRACTOR (1735 SERIES),CMC
ELECTRICITE BOUCHARD MJ INC,101-30 ROLLAND BRIERE,J7C5N2,MEDIUM CONTRACTOR (1735 SERIES),CMC
DOMOLEK INC,"PR NUVO CONDO *,2005 RUE WURTELE",H2K1X6,SMALL CONTRACTOR (1733 SERIES),CSC
BRUNEAU ELECTRIQUE INC,PR 1019 STM HONORE BEAUGRAND * 7950 RUE SHERBROOKE E,H1L1A8,LARGE CONTRACTOR (1737 SERIES),CLC
GILLES & FILS ELECT INC,"PR HEC MONTREAL DECELLES *,5255 AV DECELLES",H3T2B1,SMALL CONTRACTOR (1733 SERIES),CSC
LUDEC ELECTRIQUE INC,"PR HOP GENERAL DU LAKESHORE *,160 AVENUE STILLVIEW",H9R2Y2,MEDIUM CONTRACTOR (1735 SERIES),CMC
LES INST ELECT PICHETTE INC,PR ADM SALON VIP DESJARDINS * 975 BOUL ROMEO VACHON N,H4Y1H1,LARGE CONTRACTOR (1737 SERIES),CLC
LAURIN LAURIN 1991 INC,"PR ISART DIGITAL 16BA78 *,1440 RUE STE-CATHERINE O",H3G1R8,LARGE CONTRACTOR (1737 SERIES),CLC
NEOLECT INC,PR STATION DE POMPAGE 25 * 1830 BOUL FORTIN,H7S1N8,LARGE CONTRACTOR (1737 SERIES),CLC
LES INST ELECTRIQUE CAM INC,"PR H&M CARREFOUR LAVAL *,3035 BOUL LE CARREFOUR",H7T1C8,MEDIUM CONTRACTOR (1735 SERIES),CMC
LES INST ELECTRIQUE CAM INC,PR CTRE COMMUNAUTAIRE DDO * 12001 BOUL DE SALABERRY,H9B2A7,MEDIUM CONTRACTOR (1735 SERIES),CMC
LES INST ELECT LH LTEE,PR JARDIN BOTANIQUE PAV CHINE* 4101 RUE SHERBROOKE E,H1X2B2,LARGE CONTRACTOR (1737 SERIES),CLC
COTE ELECTRIQUE (1994) INC,"PR ECOLE SAINT CLEMENT *,555 AV MITCHELL",H3R1L5,MEDIUM CONTRACTOR (1735 SERIES),CMC
COTE ELECTRIQUE (1994) INC,PR MAISON CULTURE VILLERAY * 911 RUE JEAN TALON E,H2R1V5,MEDIUM CONTRACTOR (1735 SERIES),CMC
